"Topic","Sentiment","TweetId","TweetDate","TweetText"
"apple","neutral","125994518989385729","Mon Oct 17 18:00:08 +0000 2011","Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.

http://t.co/65HPp0tu"
"apple","neutral","125993702782025729","Mon Oct 17 17:56:54 +0000 2011","@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content"
"apple","neutral","125993105722839040","Mon Oct 17 17:54:31 +0000 2011","@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?"
"apple","neutral","125992838910586880","Mon Oct 17 17:53:28 +0000 2011","Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
"apple","neutral","125992594395250688","Mon Oct 17 17:52:29 +0000 2011","Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread"
"apple","neutral","125991449455104000","Mon Oct 17 17:47:57 +0000 2011","@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging"
"apple","neutral","125990236743405568","Mon Oct 17 17:43:07 +0000 2011","@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions."
"apple","neutral","125990217801940992","Mon Oct 17 17:43:03 +0000 2011","RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ..."
"apple","neutral","125989605634879488","Mon Oct 17 17:40:37 +0000 2011","@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems"
"apple","neutral","125989196132388864","Mon Oct 17 17:38:59 +0000 2011","Too bad I'm not an @Apple junkie. #icloud #apple #ios5"
"apple","neutral","125989009091592192","Mon Oct 17 17:38:15 +0000 2011","@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best."
"apple","neutral","125988775548559360","Mon Oct 17 17:37:19 +0000 2011","Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook"
"apple","neutral","125988651426512899","Mon Oct 17 17:36:49 +0000 2011","@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
"apple","neutral","125984350989860864","Mon Oct 17 17:19:44 +0000 2011","Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too."
"apple","neutral","125983179877253120","Mon Oct 17 17:15:05 +0000 2011","Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS"
"apple","neutral","125980918220464128","Mon Oct 17 17:06:06 +0000 2011","RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple"
"apple","neutral","125980676653723648","Mon Oct 17 17:05:08 +0000 2011","@pkedrosky @apple I am just waiting for my conf email from iCloud."
"apple","neutral","125980615664336896","Mon Oct 17 17:04:54 +0000 2011","#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
"apple","neutral","125979228452818944","Mon Oct 17 16:59:23 +0000 2011","Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple"
"apple","neutral","125978290367381504","Mon Oct 17 16:55:39 +0000 2011","Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p..."
"apple","neutral","125975779447291904","Mon Oct 17 16:45:40 +0000 2011","Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple"
"apple","neutral","125974955983769603","Mon Oct 17 16:42:24 +0000 2011","Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly."
"apple","neutral","125972882240188416","Mon Oct 17 16:34:10 +0000 2011","New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE"
"apple","neutral","125969677997453312","Mon Oct 17 16:21:26 +0000 2011","Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second."
"apple","neutral","125969128514260992","Mon Oct 17 16:19:15 +0000 2011","how do you sync gmail contacts with your iphone? help please! @apple @gmail"
"apple","neutral","125967560171720704","Mon Oct 17 16:13:01 +0000 2011","Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
"apple","neutral","125967126912712705","Mon Oct 17 16:11:18 +0000 2011","YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?"
"apple","neutral","125965569659895808","Mon Oct 17 16:05:06 +0000 2011","Going to the @apple store today to get this laptop situation figured out"
"apple","neutral","125963773176582144","Mon Oct 17 15:57:58 +0000 2011","gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance"
"apple","neutral","125962667541270528","Mon Oct 17 15:53:34 +0000 2011","Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri"
"apple","neutral","125962608519036928","Mon Oct 17 15:53:20 +0000 2011","Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
"apple","neutral","125961033348153345","Mon Oct 17 15:47:05 +0000 2011","RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?"
"apple","neutral","125960438981734400","Mon Oct 17 15:44:43 +0000 2011","Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?"
"apple","neutral","125958702455988225","Mon Oct 17 15:37:49 +0000 2011","This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple"
"apple","neutral","125958525708021760","Mon Oct 17 15:37:07 +0000 2011","👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple"
"apple","neutral","125958117086347264","Mon Oct 17 15:35:29 +0000 2011","too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq"
"apple","neutral","125957972466737152","Mon Oct 17 15:34:55 +0000 2011","@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PC… just incase *hides gun*"
"apple","neutral","125957965109932032","Mon Oct 17 15:34:53 +0000 2011","@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone"
"apple","neutral","125951303770845185","Mon Oct 17 15:08:25 +0000 2011","@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally."
"apple","neutral","125950941349421057","Mon Oct 17 15:06:59 +0000 2011","Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that..."
"apple","neutral","125950505389273090","Mon Oct 17 15:05:15 +0000 2011","I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple"
"apple","neutral","125950026181648385","Mon Oct 17 15:03:20 +0000 2011","So apparently that's not the correct @apple"
"apple","neutral","125949784677810176","Mon Oct 17 15:02:23 +0000 2011","I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!"
"apple","neutral","125948450620702720","Mon Oct 17 14:57:05 +0000 2011","#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!"
"apple","neutral","125944856504827904","Mon Oct 17 14:42:48 +0000 2011","Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!"
"apple","neutral","125944293671182336","Mon Oct 17 14:40:34 +0000 2011","RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ..."
"apple","neutral","125943115449253888","Mon Oct 17 14:35:53 +0000 2011","RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"
"apple","neutral","125943078837161984","Mon Oct 17 14:35:44 +0000 2011","Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL"
"apple","neutral","125943020767019008","Mon Oct 17 14:35:30 +0000 2011","@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"
"apple","neutral","125940398915977217","Mon Oct 17 14:25:05 +0000 2011","""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
"apple","neutral","125940300987371521","Mon Oct 17 14:24:42 +0000 2011","dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!"
"apple","neutral","125939862078619648","Mon Oct 17 14:22:57 +0000 2011","#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc"
"apple","neutral","125939833775460352","Mon Oct 17 14:22:50 +0000 2011","Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza"
"apple","neutral","125938918540574720","Mon Oct 17 14:19:12 +0000 2011","OH: Sales guy @BestBuy: ""I'm not selling or using any @apple products during my mourning period over Job's passing."" hmmm.."
"apple","neutral","125938325151432706","Mon Oct 17 14:16:51 +0000 2011","i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple"
"apple","neutral","125936985796919296","Mon Oct 17 14:11:31 +0000 2011","@Apple main office is #nowplaying  
A milli - Lil Wayne."
"apple","neutral","125936323273048065","Mon Oct 17 14:08:53 +0000 2011","@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson"
"apple","neutral","125935636300570624","Mon Oct 17 14:06:10 +0000 2011","RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ..."
"apple","neutral","125935627056324609","Mon Oct 17 14:06:07 +0000 2011","RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov..."
"apple","neutral","125935503752171520","Mon Oct 17 14:05:38 +0000 2011","Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?"
"apple","neutral","125935314878476289","Mon Oct 17 14:04:53 +0000 2011","@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!"
"apple","neutral","125933630613766144","Mon Oct 17 13:58:11 +0000 2011","Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here."
"apple","neutral","125932876721168384","Mon Oct 17 13:55:12 +0000 2011","@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings"
"apple","neutral","125930342891790337","Mon Oct 17 13:45:08 +0000 2011","@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore."
"apple","neutral","125930143066759169","Mon Oct 17 13:44:20 +0000 2011","@Apple very disappointed Hogwarts not choice on world clock on iPhone"
"apple","neutral","125930002607906816","Mon Oct 17 13:43:46 +0000 2011","Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt"
"apple","neutral","125927540249473024","Mon Oct 17 13:33:59 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5"
"apple","neutral","125927536847880192","Mon Oct 17 13:33:59 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5"
"apple","neutral","125927533614084097","Mon Oct 17 13:33:58 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5"
"apple","neutral","125927530761953281","Mon Oct 17 13:33:57 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5"
"apple","neutral","125927399010467840","Mon Oct 17 13:33:26 +0000 2011","RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ..."
"apple","neutral","125927174514540544","Mon Oct 17 13:32:32 +0000 2011","Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich"
"apple","neutral","125927032185044992","Mon Oct 17 13:31:58 +0000 2011","RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple"
"apple","neutral","125926624930693121","Mon Oct 17 13:30:21 +0000 2011","Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession"
"apple","neutral","125922989844856833","Mon Oct 17 13:15:54 +0000 2011","RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"
"apple","neutral","125922500839342080","Mon Oct 17 13:13:58 +0000 2011","RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"
"apple","neutral","125922174648324096","Mon Oct 17 13:12:40 +0000 2011","#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a"
"apple","neutral","125921393350160384","Mon Oct 17 13:09:34 +0000 2011","iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"
"apple","neutral","125920729194704896","Mon Oct 17 13:06:55 +0000 2011","Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai"
"apple","neutral","125920725595983874","Mon Oct 17 13:06:55 +0000 2011","Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai"
"apple","neutral","125920721200361472","Mon Oct 17 13:06:54 +0000 2011","Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai"
"apple","neutral","125920717966544896","Mon Oct 17 13:06:53 +0000 2011","Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai"
"apple","neutral","125920716297211904","Mon Oct 17 13:06:52 +0000 2011","@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device."
"apple","neutral","125919221845721090","Mon Oct 17 13:00:56 +0000 2011","Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
"apple","neutral","125918906215968771","Mon Oct 17 12:59:41 +0000 2011","Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales"
"apple","neutral","125918450920062977","Mon Oct 17 12:57:52 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras"
"apple","neutral","125918447979872258","Mon Oct 17 12:57:52 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras"
"apple","neutral","125918444762828800","Mon Oct 17 12:57:51 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras"
"apple","neutral","125918441013133312","Mon Oct 17 12:57:50 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras"
"apple","neutral","125917264267579393","Mon Oct 17 12:53:09 +0000 2011","@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
"apple","neutral","125917174618525696","Mon Oct 17 12:52:48 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri"
"apple","neutral","125917170571026432","Mon Oct 17 12:52:47 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri"
"apple","neutral","125917164535418880","Mon Oct 17 12:52:46 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri"
"apple","neutral","125917160982855680","Mon Oct 17 12:52:45 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri"
"apple","neutral","125915210337890304","Mon Oct 17 12:45:00 +0000 2011","Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"
"apple","neutral","125908946702696448","Mon Oct 17 12:20:06 +0000 2011","@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW"
"apple","neutral","125907633466130432","Mon Oct 17 12:14:53 +0000 2011","Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"
"apple","neutral","125892140940267522","Mon Oct 17 11:13:20 +0000 2011","Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history"
"apple","neutral","125891898517889024","Mon Oct 17 11:12:22 +0000 2011","Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)"
"apple","neutral","125887065861787648","Mon Oct 17 10:53:10 +0000 2011","Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?"
"apple","neutral","125882473312817152","Mon Oct 17 10:34:55 +0000 2011","Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm"
"apple","neutral","125878880916611072","Mon Oct 17 10:20:38 +0000 2011","OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?"
"apple","neutral","125866627337162752","Mon Oct 17 09:31:57 +0000 2011","A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars"
"apple","neutral","125866368758333440","Mon Oct 17 09:30:55 +0000 2011","@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs"
"apple","neutral","125859792802693120","Mon Oct 17 09:04:47 +0000 2011","@apple can you get your iphone to stop vibrating when you get a text?"
"apple","neutral","125859488728236032","Mon Oct 17 09:03:35 +0000 2011","@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
"apple","neutral","125854430171111424","Mon Oct 17 08:43:29 +0000 2011","#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22"
"apple","neutral","125840474132066304","Mon Oct 17 07:48:01 +0000 2011","If you sign up for iClould, will you also get iRain? @apple #icloud."
"apple","neutral","125830917578162176","Mon Oct 17 07:10:03 +0000 2011","@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc"
"apple","neutral","125829040740368384","Mon Oct 17 07:02:35 +0000 2011","Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation"
"apple","neutral","125828984293425152","Mon Oct 17 07:02:22 +0000 2011","ok it is back @iphone @apple"
"apple","neutral","125826820057731074","Mon Oct 17 06:53:46 +0000 2011","Cat accusing tiger for roaring  #Samsung on @Apple"
"apple","neutral","125824709421039616","Mon Oct 17 06:45:23 +0000 2011","@apple and @nintendo need to partner up for the app store"
"apple","neutral","125823389804929024","Mon Oct 17 06:40:08 +0000 2011","@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
"apple","neutral","125821979797364736","Mon Oct 17 06:34:32 +0000 2011","@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS"
"apple","neutral","125821218258550784","Mon Oct 17 06:31:30 +0000 2011","@paulbentleymelb @apple I think they call that profit-making 'genius'"
"apple","neutral","125817967240949760","Mon Oct 17 06:18:35 +0000 2011","What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock"
"apple","neutral","125815990620659713","Mon Oct 17 06:10:44 +0000 2011","@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining"
"apple","neutral","125811943054393344","Mon Oct 17 05:54:39 +0000 2011","This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app"
"apple","neutral","125807897568481280","Mon Oct 17 05:38:34 +0000 2011","@twalve too busy having slappy hissy-fits with Samsung? @Apple"
"apple","neutral","125804983185719297","Mon Oct 17 05:26:59 +0000 2011","Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple"
"apple","neutral","125803571601080320","Mon Oct 17 05:21:23 +0000 2011","RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple"
"apple","neutral","125803457155301376","Mon Oct 17 05:20:56 +0000 2011","Siri keeps trying to send me to escort services....is that legal? @Apple"
"apple","neutral","125801811817922561","Mon Oct 17 05:14:23 +0000 2011","Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."
"apple","neutral","125793487479259136","Mon Oct 17 04:41:19 +0000 2011","Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple"
"apple","neutral","125792596114161665","Mon Oct 17 04:37:46 +0000 2011","@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through."
"apple","neutral","125792107930714113","Mon Oct 17 04:35:50 +0000 2011","@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying"
"apple","neutral","125727869363163137","Mon Oct 17 00:20:34 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps"
"apple","neutral","125727349034598401","Mon Oct 17 00:18:30 +0000 2011","hmm it seems i should have checked the identity of @apple first…"
"apple","neutral","125727044263874560","Mon Oct 17 00:17:17 +0000 2011","@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme"
"apple","neutral","125726769297891330","Mon Oct 17 00:16:12 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps"
"apple","neutral","125725274317914112","Mon Oct 17 00:10:15 +0000 2011","@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??"
"apple","neutral","125721197437648896","Sun Oct 16 23:54:03 +0000 2011","What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0"
"apple","neutral","125708425752612864","Sun Oct 16 23:03:18 +0000 2011","@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU"
"apple","neutral","125703536632807424","Sun Oct 16 22:43:53 +0000 2011","@Apple needs to give me a contract deal i get them new customers all the time #teamiphone"
"apple","neutral","125698733768843264","Sun Oct 16 22:24:48 +0000 2011","@HTC vs @Apple who winning"
"apple","neutral","125695449423286272","Sun Oct 16 22:11:45 +0000 2011","Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG"
"apple","neutral","125695107734319104","Sun Oct 16 22:10:23 +0000 2011","@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead"
"apple","neutral","125694587313467393","Sun Oct 16 22:08:19 +0000 2011","WOW DOGS!!

@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD"
"apple","neutral","125692890474233856","Sun Oct 16 22:01:35 +0000 2011","Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN"
"apple","neutral","125692845054115842","Sun Oct 16 22:01:24 +0000 2011","Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72"
"apple","neutral","125691975474229248","Sun Oct 16 21:57:56 +0000 2011","Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally"
"apple","neutral","125690764331196416","Sun Oct 16 21:53:08 +0000 2011","Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh"
"apple","neutral","125689905954299904","Sun Oct 16 21:49:43 +0000 2011","@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE"
"apple","neutral","125687710705926144","Sun Oct 16 21:41:00 +0000 2011","Siri wasn't able to help me find the g-spot....bush league @apple"
"apple","neutral","125686643960193024","Sun Oct 16 21:36:45 +0000 2011","@Apple MacBook Air.. satiliktir."
"apple","neutral","125685016389894144","Sun Oct 16 21:30:17 +0000 2011","RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
"apple","neutral","125679996420374530","Sun Oct 16 21:10:20 +0000 2011","@apple http://t.co/2YcsCG68 via @donorschoose"
"apple","neutral","125677838295764992","Sun Oct 16 21:01:46 +0000 2011","I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol"
"apple","neutral","125674121722998785","Sun Oct 16 20:47:00 +0000 2011","Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?"
"apple","neutral","125669834922008576","Sun Oct 16 20:29:58 +0000 2011","You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan"
"apple","neutral","125667332931596290","Sun Oct 16 20:20:01 +0000 2011","""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
"apple","neutral","125666909080387584","Sun Oct 16 20:18:20 +0000 2011","If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri"
"apple","neutral","125665930339565568","Sun Oct 16 20:14:27 +0000 2011","@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
"apple","neutral","125664999036301312","Sun Oct 16 20:10:45 +0000 2011","The folks at @apple are awesome! So glad I a #mactard"
"apple","neutral","125664891691474944","Sun Oct 16 20:10:19 +0000 2011","Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL"
"apple","neutral","125663967296229376","Sun Oct 16 20:06:39 +0000 2011","While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken."
"apple","neutral","125661036891226113","Sun Oct 16 19:55:00 +0000 2011","@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either"
"apple","neutral","125660067482697729","Sun Oct 16 19:51:09 +0000 2011","@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet."
"apple","neutral","125657950185463808","Sun Oct 16 19:42:44 +0000 2011","RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage."
"apple","neutral","125647236418912256","Sun Oct 16 19:00:10 +0000 2011","Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!"
"apple","neutral","125645376790331392","Sun Oct 16 18:52:46 +0000 2011","#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple"
"apple","neutral","125642256114909184","Sun Oct 16 18:40:22 +0000 2011","Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple"
"apple","neutral","125642161659199488","Sun Oct 16 18:40:00 +0000 2011","@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong"
"apple","neutral","125642041140060160","Sun Oct 16 18:39:31 +0000 2011","He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple"
